EVENT_AGE,Frequency,APPROX_EVENT_DAY,Frequency,CDA_ID_SALATTU,Frequency,DOC_GROUP_SALATTU,Frequency,DOC_TYPE_CODE,Frequency,DOC_VERSION,Frequency,TYPE_1_AMOUNT,Frequency,TYPE_1_SIZE,Frequency,TYPE_2_AMOUNT,Frequency,TYPE_2_SIZE_UNIT,Frequency,TYPE_3_TIME,Frequency,TYPE_3_UNIT,Frequency,ATC_CODE,Frequency,PREPARATION_TYPE_CODE,Frequency,PRODUCT_CODE,Frequency,RESEPTISTATUS,Frequency,LAAKEMUOTOKOODI,Frequency,DRUG_NAME_C,Frequency,DOSE_QUANTITY_TEXT,Frequency,RENEWAL_BAN,Frequency,MED_EXCHANGE_BAN,Frequency,DOSE_DISTRIBUTION,Frequency,ORGANIZATION_OID_SALATTU,Frequency,ERIKOISALA_CODE,Frequency
,,2019-09-25,150,,,,,,,,,,,,,,,,,,,,,D03AX03,86,,,165975,199,,,,,LORATADIN RATIOPHARM,203,,,,,,,,,70A2E6ECA56361AA7311012363300670,181,,
,,2017-01-12,150,,,,,,,,,,,,,,,,,,,,,R01AX02,85,,,470039,197,,,,,TYRAZOL,203,,,,,,,,,CAD1A7C6822666A7503E73687BBCDB0C,181,,
,,2016-11-29,150,,,,,,,,,,,,,,,,,,,,,A10BX04,84,,,136653,197,,,,,FOLIC ACID VITABALANS,202,,,,,,,,,172AA3BA26BCE804A3EA75120FD61908,180,,
,,2020-10-03,150,,,,,,,,,,,,,,,,,,,,,R03AC12,83,,,118072,197,,,,,KLORAMFENIKOLI,202,,,,,,,,,4C0322679E5A2E4B5EBBAAE4DBF91D28,180,,
,,2017-10-04,150,,,,,,,,,,,,,,,,,,,,,S01EC01,82,,,007190,196,,,,,PRIMOLUT-NOR,201,,,,,,,,,CAFA0CDA800F6CADC913D8D7C547BE2F,180,,
,,2017-09-23,150,,,,,,,,,,,,,,,,,,,,,S01BC11,82,,,479568,196,,,,,IMOCUR,200,,,,,,,,,8EAD4937098D26938AA236A1BB436A1A,179,,
,,2018-02-25,150,,,,,,,,,,,,,,,,,,,,,N04BD01,81,,,532226,196,,,,,LOCACORTEN-VIOFORM,200,,,,,,,,,019B64CD06D47FAECBB664EAABBB1F18,179,,
,,2018-05-15,150,,,,,,,,,,,,,,,,,,,,,S01EA05,80,,,383190,196,,,,,OTIBORIN,200,,,,,,,,,211D085A0EE6C09E001368A8D87B803F,179,,
,,2015-09-02,150,,,,,,,,,,,,,,,,,,,,,G03GA02,80,,,482439,196,,,,,VALDOXAN,200,,,,,,,,,495DF89FE3D60FCDA5F386662FE99C90,179,,
,,2018-01-16,149,,,,,,,,,,,,,,,,,,,,,R03AL02,79,,,409474,195,,,,,OFTAN A-PANT,199,,,,,,,,,B0C5220169A27A2D24A2E98D60D94432,179,,
,,2017-03-09,149,,,,,,,,,,,,,,,,,,,,,A10AB06,79,,,006263,195,,,,,BUCORT,199,,,,,,,,,B74249A274E0EBB47184A2D15A8BC04F,178,,
,,2022-10-28,149,,,,,,,,,,,,,,,,,,,,,G04BD04,78,,,191423,195,,,,,ZOELY,199,,,,,,,,,D801E041B75666DBE96E559309D2628A,176,,
,,2022-09-19,149,,,,,,,,,,,,,,,,,,,,,M02AC,78,,,148564,195,,,,,LOPEX,199,,,,,,,,,BAFB8B2FA07D5A4AA66838DCA0E93B47,176,,
,,2020-03-17,149,,,,,,,,,,,,,,,,,,,,,G03AC01,77,,,413261,195,,,,,AMLODIPIN SANDOZ,198,,,,,,,,,36EF133E8BECA5273405AF9B89CA9163,175,,
,,2015-12-07,149,,,,,,,,,,,,,,,,,,,,,N05BA02,76,,,005963,195,,,,,CANDESARTAN KRKA,196,,,,,,,,,BA0DC8DCAA2AE61EBA2C5A051FB8F627,174,,
,,2021-01-19,149,,,,,,,,,,,,,,,,,,,,,G03AC08,76,,,054056,194,,,,,NOVORAPID PENFILL,196,,,,,,,,,9D4C8A439FB4C6BC038C0A9BCCBDB2EC,174,,
,,2023-09-22,149,,,,,,,,,,,,,,,,,,,,,S01FA02,76,,,019758,194,,,,,TAMBOCOR RETARD,196,,,,,,,,,BF86F1DB29F20970D71A2F7E8DDAD431,174,,
,,2023-10-29,149,,,,,,,,,,,,,,,,,,,,,H01BA02,76,,,030790,194,,,,,RAMIPRIL ORION,195,,,,,,,,,208749CE28A1929D112FFB1A0C50C62D,173,,
,,2022-03-21,149,,,,,,,,,,,,,,,,,,,,,N05AX13,75,,,445395,194,,,,,HAVRIX,195,,,,,,,,,364DFB0D6ABAFABF536802722C8ADDDE,173,,
,,2020-02-27,149,,,,,,,,,,,,,,,,,,,,,G04BD09,74,,,7190,194,,,,,ETALPHA,195,,,,,,,,,E986E700426D05DC52BF306A88EE016A,172,,
,,2022-12-13,149,,,,,,,,,,,,,,,,,,,,,L03AA14,74,,,492223,193,,,,,HYPOLOC,195,,,,,,,,,CF3E89DAF35C91DCB188BC7CB15594C0,172,,
,,2022-12-11,149,,,,,,,,,,,,,,,,,,,,,A10BD20,74,,,512891,193,,,,,LEVOCETIRIZIN RATIOPHARM,193,,,,,,,,,ABFA8173C23DD396576C8F3B702703F0,170,,
,,2020-02-29,149,,,,,,,,,,,,,,,,,,,,,N02AJ08,73,,,469452,193,,,,,AGIOCUR,193,,,,,,,,,8DA74D42FB25B5BE8768353BC3E979C1,170,,
,,2019-02-28,149,,,,,,,,,,,,,,,,,,,,,G03GA01,73,,,27169,192,,,,,COSOPT,193,,,,,,,,,02E0399856A4E320770A5818B839A81F,169,,
,,2020-02-16,149,,,,,,,,,,,,,,,,,,,,,C07AB05,72,,,501198,192,,,,,GABAPENTIN ACTAVIS,193,,,,,,,,,F8C4681E1C90FFED7B63C191C94FFA95,169,,
,,2021-09-30,149,,,,,,,,,,,,,,,,,,,,,A04AD01,71,,,000453,192,,,,,YAZ,193,,,,,,,,,C49ECD37E0E5AD5DD0321F45BA53336B,169,,
,,2017-08-10,149,,,,,,,,,,,,,,,,,,,,,L02BG06,71,,,21721,191,,,,,TAFLOTAN,192,,,,,,,,,8EA8DDB72F428E4BD2DD3F610C2A6719,168,,
,,2017-08-15,149,,,,,,,,,,,,,,,,,,,,,N06AG02,71,,,578944,190,,,,,FUCIDIN-HYDROCORTISON,192,,,,,,,,,E5A44C42D6C26F2A1AEBF477F5695542,168,,
,,2021-09-06,149,,,,,,,,,,,,,,,,,,,,,R03AL08,70,,,112495,190,,,,,EXELON,191,,,,,,,,,71E274CCA9D9076B9E666319AADA0286,168,,
,,2021-09-07,149,,,,,,,,,,,,,,,,,,,,,N06BA09,70,,,390825,189,,,,,NEUROTOL SLOW,191,,,,,,,,,9EC106E5F39CD5B99DE788B772AFF0A0,168,,
,,2017-08-25,149,,,,,,,,,,,,,,,,,,,,,A04AD12,70,,,10999,189,,,,,PERATSIN,190,,,,,,,,,DC3670E9069E59F2C0903313087883DA,168,,
,,2021-04-28,149,,,,,,,,,,,,,,,,,,,,,J07BK02,70,,,5876,189,,,,,TERBINAFIN RATIOPHARM,190,,,,,,,,,23082EBAE72081B436E0E2AAB2D8E696,167,,
,,2023-01-25,149,,,,,,,,,,,,,,,,,,,,,D10AD53,70,,,568998,189,,,,,FOLIVER,190,,,,,,,,,9E259074241601854032C4C95377773D,167,,
,,2016-10-14,149,,,,,,,,,,,,,,,,,,,,,J01DC02,69,,,31487,189,,,,,ROSUVASTATIN KRKA,188,,,,,,,,,F62D7ED5829DA8DB6201EAE710627A7A,167,,
,,2017-05-25,149,,,,,,,,,,,,,,,,,,,,,J07BC01,68,,,107414,189,,,,,ROSAZOL,187,,,,,,,,,607BD64839FB6F6A0D19C21446A0E99B,167,,
,,2019-05-11,149,,,,,,,,,,,,,,,,,,,,,C10AB05,68,,,57042,188,,,,,ENALAPRIL KRKA,187,,,,,,,,,EBF97C2EFD43D3BB8B5ECC7A5F482003,165,,
,,2019-05-12,149,,,,,,,,,,,,,,,,,,,,,C07AB08,66,,,3121,188,,,,,CIPROFLOXACIN RATIOPHARM,185,,,,,,,,,42666279AF4A7A2AD9FD72F73D5EBD78,164,,
,,2015-10-26,149,,,,,,,,,,,,,,,,,,,,,A10BD08,66,,,515148,188,,,,,TAMIFLU,184,,,,,,,,,AC715D6BCD8D7BE7558E82ACDCCAF0A7,164,,
,,2021-11-03,149,,,,,,,,,,,,,,,,,,,,,C07AG01,66,,,402343,188,,,,,ENTOCORT,184,,,,,,,,,1B6902B85E0A6CDE37367D99069A66DF,164,,
,,2021-02-15,149,,,,,,,,,,,,,,,,,,,,,N07BB04,66,,,580944,188,,,,,PAMOL,183,,,,,,,,,1C6C41DE2048E94FA859EC94ADE1FEC0,164,,
,,2019-03-03,149,,,,,,,,,,,,,,,,,,,,,L02AE04,65,,,58014,187,,,,,LOCERYL,183,,,,,,,,,E9BB045F5FA54DA0A3AC9E680ED00C7E,163,,
,,2019-03-15,149,,,,,,,,,,,,,,,,,,,,,C10AA02,65,,,535488,187,,,,,AVITCID,183,,,,,,,,,994EFC5349F39E400E466ECF8ADAB79F,163,,
,,2019-03-21,149,,,,,,,,,,,,,,,,,,,,,N05BA09,65,,,577047,187,,,,,SINEMET,182,,,,,,,,,7AE0C5755C3C74FE4B20019F2CA869C9,162,,
,,2022-11-10,149,,,,,,,,,,,,,,,,,,,,,D06BB04,65,,,36228,187,,,,,CARBALAN PLUS,181,,,,,,,,,80D68088129517EF79B49EC99C66F5E9,162,,
,,2020-11-05,149,,,,,,,,,,,,,,,,,,,,,A10BX09,65,,,49031,186,,,,,ESOMEPRAZOL RATIOPHARM,181,,,,,,,,,B6920DCD053F2FE7F41AF85E85C0109C,162,,
,,2017-07-11,149,,,,,,,,,,,,,,,,,,,,,G03DA02,65,,,16315,185,,,,,FLUTIFORM,180,,,,,,,,,C6E9AB734EF24FE0290F0F88C54796CE,162,,
,,2017-01-16,149,,,,,,,,,,,,,,,,,,,,,L01BB02,64,,,575589,184,,,,,TOUJEO,180,,,,,,,,,DF238FF1D0BEFB06A7CAA19CFA5998E3,160,,
,,2023-02-21,149,,,,,,,,,,,,,,,,,,,,,L04AB06,64,,,418673,184,,,,,OVESTIN,179,,,,,,,,,18E9AA08A2F30C1E5BB95C5C89928940,160,,
,,2016-02-16,149,,,,,,,,,,,,,,,,,,,,,A06AH03,64,,,139063,184,,,,,INDOMETIN,179,,,,,,,,,D899C836847E8076D9E6FD225D615069,159,,
,,2021-05-03,149,,,,,,,,,,,,,,,,,,,,,J07AP01,64,,,140327,183,,,,,ORIDIP,179,,,,,,,,,5677D7D228DBFDDBBC19C70248EBE405,159,,
,,2017-04-06,149,,,,,,,,,,,,,,,,,,,,,A03AX13,64,,,435387,183,,,,,ESCITALOPRAM ACCORD,179,,,,,,,,,E67EF00BE66ABE5FDEF73D3BA954347A,158,,
,,2023-05-20,149,,,,,,,,,,,,,,,,,,,,,C05AA01,63,,,010708,183,,,,,DERMOVAT SCALP,178,,,,,,,,,5A3BE630648694D3C73738714EE02E5B,158,,
,,2018-11-03,149,,,,,,,,,,,,,,,,,,,,,R01BA01,62,,,10573,183,,,,,DESOGESTREL SANDOZ,177,,,,,,,,,7FE01DAC59592A8A99326A4DFFA32892,157,,
,,2021-05-24,149,,,,,,,,,,,,,,,,,,,,,J07BK03,62,,,510564,182,,,,,OKSATSEPAAMI,177,,,,,,,,,0EC0F9175475E578452BDD63C2DA9213,157,,
,,2020-10-07,149,,,,,,,,,,,,,,,,,,,,,N05AE04,62,,,443793,180,,,,,CLOTAM,176,,,,,,,,,6693413C4E4A6415CBB1653450DDECBA,157,,
,,2019-06-07,149,,,,,,,,,,,,,,,,,,,,,B01AC07,61,,,172187,180,,,,,GABAPENTIN ACCORD,176,,,,,,,,,9DB4CE4C5A9AB0ACC5DB8A91621D91B4,157,,
,,2017-09-13,149,,,,,,,,,,,,,,,,,,,,,N07AA02,61,,,585869,180,,,,,FIASP,176,,,,,,,,,034A9063AF5CEC2E949A6C59631236E6,156,,
,,2015-01-28,149,,,,,,,,,,,,,,,,,,,,,A11EB,61,,,456128,180,,,,,EXPROS,175,,,,,,,,,9D72C5AED656F84A6E59379C4B861397,156,,
,,2020-01-26,149,,,,,,,,,,,,,,,,,,,,,N06AA06,61,,,066278,180,,,,,METOKLOPRAMIDI,175,,,,,,,,,770EF1BF2ECC7E1665366FAA773A42CA,156,,
,,2021-03-30,148,,,,,,,,,,,,,,,,,,,,,P03AC04,60,,,001008,179,,,,,GALVUS,175,,,,,,,,,AA831B4B25D068E0DC42862C761289A0,155,,
,,2018-01-26,148,,,,,,,,,,,,,,,,,,,,,D11AX21,60,,,050469,178,,,,,FEMOSTON CONTI 0,5/2,5,175,,,,,,,,,C0243B5E99D449F726F87AFD4BF0B41C,155,,
,,2018-01-25,148,,,,,,,,,,,,,,,,,,,,,L02BG03,60,,,79745,178,,,,,ISOTRETINOIN ACTAVIS,174,,,,,,,,,1E634728D2DD78AB233DC2C9DD72CDBE,155,,
,,2022-01-25,148,,,,,,,,,,,,,,,,,,,,,P02CA01,59,,,508939,178,,,,,SPORANOX,174,,,,,,,,,C0B4E47E5422C74324CEB1832F75EE71,155,,
,,2017-03-03,148,,,,,,,,,,,,,,,,,,,,,G03FA17,59,,,525154,178,,,,,COVERSYL NOVUM,174,,,,,,,,,6424F71778E922568F82390EAC74B6E2,154,,
,,2022-10-18,148,,,,,,,,,,,,,,,,,,,,,L01AX03,58,,,009385,178,,,,,FEMOSTON CONTI 1/5,174,,,,,,,,,C37A9C8126AA84E9519E241E1C1B8784,154,,
,,2017-06-01,148,,,,,,,,,,,,,,,,,,,,,N04BD02,58,,,486276,178,,,,,GASTERIX,174,,,,,,,,,199193397ED090EADE259C64498C61BC,153,,
,,2019-04-11,148,,,,,,,,,,,,,,,,,,,,,S01EC54,57,,,555979,178,,,,,RISPERIDON RATIOPHARM,173,,,,,,,,,22A5146510870560C985BFFF44989BE5,153,,
,,2022-09-28,148,,,,,,,,,,,,,,,,,,,,,N05AF05,57,,,003948,177,,,,,SERTRALIN HEXAL,173,,,,,,,,,DD173A7A571ABEAD6C4789C405F6D359,153,,
,,2022-09-29,148,,,,,,,,,,,,,,,,,,,,,R03AL03,56,,,152543,177,,,,,DIVISUN,173,,,,,,,,,B80324EA54CF36B15CFF27052CC52BCA,153,,
,,2017-06-12,148,,,,,,,,,,,,,,,,,,,,,G04BD07,56,,,436410,177,,,,,ALENDRONAT RATIOPHARM,172,,,,,,,,,4FF78C53EBE8FDB8181FF17A91A27694,151,,
,,2015-11-16,148,,,,,,,,,,,,,,,,,,,,,R03DA54,56,,,374587,177,,,,,KESTOX,172,,,,,,,,,4E6CCF4A2B1191E407DD658E8CBCC46C,151,,
,,2015-11-25,148,,,,,,,,,,,,,,,,,,,,,M01AE17,55,,,3948,176,,,,,ALMOGRAN,172,,,,,,,,,8D16DDC47D4AB5F398C75CE3AE9DE13B,151,,
,,2017-12-22,148,,,,,,,,,,,,,,,,,,,,,S01GX09,55,,,071521,176,,,,,RAMIPRIL HEXAL,171,,,,,,,,,B747F5C3BCCE3CAE38E3392E26CBEB6B,150,,
,,2017-03-18,148,,,,,,,,,,,,,,,,,,,,,G03AC03,55,,,144501,176,,,,,CELLCEPT,171,,,,,,,,,9C42F09000A0117C6A432103257C0A62,150,,
,,2016-12-13,148,,,,,,,,,,,,,,,,,,,,,L02BB04,55,,,11207,175,,,,,ACICLOVIR SANDOZ,171,,,,,,,,,4B72625910BFDBBE04FBE3CA5C95E1A8,150,,
,,2018-03-29,148,,,,,,,,,,,,,,,,,,,,,G03DC03,55,,,036228,175,,,,,SIRDALUD RETARD,170,,,,,,,,,700B15E3FA937F0DF2D997AC1EF85D7B,149,,
,,2020-02-05,148,,,,,,,,,,,,,,,,,,,,,M04AA03,54,,,10168,175,,,,,IMUREL,170,,,,,,,,,1C594561BB3061EFB61C67B7C0B795B4,149,,
,,2021-09-18,148,,,,,,,,,,,,,,,,,,,,,A10BJ01,54,,,445481,175,,,,,FLUCONAZOL KRKA,170,,,,,,,,,AB21F5D058943226CD78121D10BB8B63,148,,
,,2021-09-03,148,,,,,,,,,,,,,,,,,,,,,A07EA02,54,,,079745,175,,,,,MEDIKINET CR,169,,,,,,,,,4BC64C4BE9C19BBA214F512473812757,148,,
,,2019-08-24,148,,,,,,,,,,,,,,,,,,,,,L04AX04,54,,,086625,174,,,,,ARANESP,169,,,,,,,,,54C3E0F18A4CB1CF0026E0C22A400009,148,,
,,2017-02-16,148,,,,,,,,,,,,,,,,,,,,,A10AD05,54,,,6192,174,,,,,TRUXAL,168,,,,,,,,,0352A4E33D988992AF39923E70425596,146,,
,,2016-10-24,148,,,,,,,,,,,,,,,,,,,,,A06AG11,53,,,593301,174,,,,,MIRTAZAPIN RATIOPHARM,168,,,,,,,,,52540CFC12F1A9E5141086D4D6C7922E,145,,
,,2016-10-02,148,,,,,,,,,,,,,,,,,,,,,D10AD03,53,,,058014,174,,,,,MONOPROST,167,,,,,,,,,6ED141BA4D6E21E488DF4428B81886F8,145,,
,,2018-09-29,148,,,,,,,,,,,,,,,,,,,,,J01MA06,53,,,087304,173,,,,,CYKLOKAPRON,167,,,,,,,,,6653F5334227774E703652E5D9F92E63,145,,
,,2017-05-02,148,,,,,,,,,,,,,,,,,,,,,V03AE01,52,,,490174,173,,,,,DIUREX,167,,,,,,,,,E3B635DB1F960F76C23A72289B0B98E5,145,,
,,2016-09-01,148,,,,,,,,,,,,,,,,,,,,,H01CA02,52,,,10708,173,,,,,MELATONIINI 3MG,166,,,,,,,,,F2753145A213F8203C711602101CF43B,144,,
,,2017-11-07,148,,,,,,,,,,,,,,,,,,,,,M05BA06,52,,,005494,173,,,,,MERCILON,165,,,,,,,,,52A6548F24790C672E3E55564BD48BF9,144,,
,,2021-02-04,148,,,,,,,,,,,,,,,,,,,,,J07BL01,51,,,461948,172,,,,,ANTABUS,165,,,,,,,,,F38EBF76B76BEAF70B907161A83A77EB,144,,
,,2023-03-09,148,,,,,,,,,,,,,,,,,,,,,H05BX01,51,,,584854,172,,,,,AMARYL,165,,,,,,,,,951C3D96D6874BD491FD29A1A11C7545,144,,
,,2023-03-16,148,,,,,,,,,,,,,,,,,,,,,N01BB20,51,,,75514,172,,,,,ROXITHROMYCIN SANDOZ,165,,,,,,,,,2790329CB6495FF16B35C06491C1FA62,144,,
,,2015-03-17,148,,,,,,,,,,,,,,,,,,,,,H02AA02,50,,,085792,172,,,,,DUPHALAC,164,,,,,,,,,62032592E421B4FC048582C48669C9EA,144,,
,,2023-06-08,148,,,,,,,,,,,,,,,,,,,,,D01AC01,50,,,156506,172,,,,,DUROGESIC,164,,,,,,,,,875A056844665E3EA05C28D62B32F149,143,,
,,2019-03-05,148,,,,,,,,,,,,,,,,,,,,,A10BD15,50,,,122518,171,,,,,TERBINAFIN HEXAL,164,,,,,,,,,3C77E8D90ECFD60686520083B7C657F4,143,,
,,2019-09-12,148,,,,,,,,,,,,,,,,,,,,,B03XA03,50,,,107035,170,,,,,ENCEPUR,164,,,,,,,,,BDB70DC085C391DBE5C6154533617AC4,143,,
,,2019-09-30,148,,,,,,,,,,,,,,,,,,,,,A10BX02,50,,,13353,170,,,,,ATROVENT COMP. ECO,163,,,,,,,,,4E281058E71776A2BB3A5A9D24A15072,143,,
,,2019-10-17,148,,,,,,,,,,,,,,,,,,,,,List truncated...,,,,010168,170,,,,,CLOPIDOGREL ORION,163,,,,,,,,,574B249E9E142EFFFFE1CE74E5D885B3,143,,
,,2019-10-13,148,,,,,,,,,,,,,,,,,,,,,,,,,151852,169,,,,,MONTELUKAST ACCORD,162,,,,,,,,,E240B8E45234C156E764A16E4113FB14,143,,
,,2018-11-15,148,,,,,,,,,,,,,,,,,,,,,,,,,556936,167,,,,,DESLORATADIN MYLAN,162,,,,,,,,,06E022AC0A4B1AEDC77C2AB61627A1AC,143,,
,,2023-05-21,148,,,,,,,,,,,,,,,,,,,,,,,,,524348,167,,,,,AVELOX,162,,,,,,,,,B2F14448987F92F089A93DBC12752641,143,,
,,2017-04-21,148,,,,,,,,,,,,,,,,,,,,,,,,,67728,167,,,,,DIVIGEL,161,,,,,,,,,7F90B6D81EED0332D8A3A75FC4F4A480,142,,
,,2017-04-29,148,,,,,,,,,,,,,,,,,,,,,,,,,555872,167,,,,,EXFORGE HCT,161,,,,,,,,,CE3EFCF76D2C2107AD331B45147CEBFD,142,,
,,2017-04-23,148,,,,,,,,,,,,,,,,,,,,,,,,,106104,167,,,,,NEBIDO,161,,,,,,,,,0E438FC39438BE9357B43F21D0C00B79,142,,
,,2021-05-18,148,,,,,,,,,,,,,,,,,,,,,,,,,195537,166,,,,,TRIMETIN,160,,,,,,,,,82D41CE71FDA71950805CF50D67303A0,142,,
,,2020-09-14,148,,,,,,,,,,,,,,,,,,,,,,,,,408221,166,,,,,AZONA,159,,,,,,,,,346B58057722464DA7F64F423A880CA0,141,,
,,2019-06-03,148,,,,,,,,,,,,,,,,,,,,,,,,,555185,166,,,,,HIRUDOID FORTE,159,,,,,,,,,51A82B17571A7873EE14E5A8B5CCE6F7,141,,
,,2017-10-18,148,,,,,,,,,,,,,,,,,,,,,,,,,082040,166,,,,,ACTIVELLE,159,,,,,,,,,8F547107631018A6B7A85A64AA17BBAD,141,,
,,2021-12-16,148,,,,,,,,,,,,,,,,,,,,,,,,,87304,166,,,,,MOVICOL,158,,,,,,,,,D4407D66D23236E8F085C3BE7D157E3A,141,,
,,2017-09-10,148,,,,,,,,,,,,,,,,,,,,,,,,,386823,166,,,,,SIR. EPHEDRIN,158,,,,,,,,,B8389B1A343E77D4524FD1C6EE039FAD,140,,
,,2019-01-15,148,,,,,,,,,,,,,,,,,,,,,,,,,001115,165,,,,,SLINDA,157,,,,,,,,,5B307D81B9E11211411179D3BA3C54BC,140,,
,,2018-02-10,148,,,,,,,,,,,,,,,,,,,,,,,,,418144,165,,,,,ARDINEX,157,,,,,,,,,5A2D5763D224FEA5344520D95E3E5A3B,140,,
,,2018-01-11,147,,,,,,,,,,,,,,,,,,,,,,,,,008641,164,,,,,LISINOPRIL ORION,156,,,,,,,,,B597C8CF56928D38E56BC3DC7D9A3F9E,140,,
,,2022-10-17,147,,,,,,,,,,,,,,,,,,,,,,,,,035568,164,,,,,PANADOL,156,,,,,,,,,57D6CC5D98F6AB5ED3FE36E11E06D621,139,,
,,2020-12-15,147,,,,,,,,,,,,,,,,,,,,,,,,,30252,163,,,,,CIPROFLOXACIN KRKA,156,,,,,,,,,9601E2640E407E152E66625C4A0B486C,139,,
,,2019-04-28,147,,,,,,,,,,,,,,,,,,,,,,,,,108221,163,,,,,GLUCAGEN,155,,,,,,,,,43683505FFB04B403C5042CD70F29438,139,,
,,2017-06-02,147,,,,,,,,,,,,,,,,,,,,,,,,,017409,163,,,,,XELEVIA,154,,,,,,,,,16CBB390628E2D3A9B31EB2A41EA66DD,139,,
,,2018-04-13,147,,,,,,,,,,,,,,,,,,,,,,,,,000410,163,,,,,LUGESTERON,154,,,,,,,,,789DEA99DF2D0A9F88ED5B2E0E641A97,139,,
,,2018-04-05,147,,,,,,,,,,,,,,,,,,,,,,,,,478479,162,,,,,TSOPIKLONI,154,,,,,,,,,3DA6E33B832204CBFFC19F87694488B4,139,,
,,2017-12-27,147,,,,,,,,,,,,,,,,,,,,,,,,,083993,162,,,,,LETROZOL ACCORD,154,,,,,,,,,2A01416425978D1EDBF123A64693179B,139,,
,,2017-12-29,147,,,,,,,,,,,,,,,,,,,,,,,,,197848,162,,,,,PRATSIOL,154,,,,,,,,,C165DF5756A6596509BD5050585C0EBE,138,,
,,2019-11-18,147,,,,,,,,,,,,,,,,,,,,,,,,,10603,162,,,,,BRILIQUE,153,,,,,,,,,0C5916958BB878B3A6C0441DA9E2F5FC,138,,
,,2019-11-15,147,,,,,,,,,,,,,,,,,,,,,,,,,511839,162,,,,,MAKROGOLI,152,,,,,,,,,FB470F4180879EBF3BDAC57DF88603BF,138,,
,,2020-03-02,147,,,,,,,,,,,,,,,,,,,,,,,,,154320,162,,,,,CARDIOL,151,,,,,,,,,0373457F2F741800A75F4679535DA07E,138,,
,,2017-03-20,147,,,,,,,,,,,,,,,,,,,,,,,,,021192,162,,,,,APOBASE OILY CREME,151,,,,,,,,,BA758E836FCB84C760919613A2B1EEC6,138,,
,,2017-03-30,147,,,,,,,,,,,,,,,,,,,,,,,,,54056,162,,,,,GONAL-F,151,,,,,,,,,B0F23362554560A6687E89A079E81571,137,,
,,2015-12-10,147,,,,,,,,,,,,,,,,,,,,,,,,,149397,162,,,,,OXYCODONE RATIOPHARM,151,,,,,,,,,10475D536A408D61AD41B597C3A3B2F1,137,,
,,2017-08-30,147,,,,,,,,,,,,,,,,,,,,,,,,,169766,162,,,,,KALIUMKLORIDI,150,,,,,,,,,03FF4F1C442043FDF8BA732EDB102129,137,,
,,2023-09-28,147,,,,,,,,,,,,,,,,,,,,,,,,,146560,161,,,,,RETAFYLLIN,149,,,,,,,,,3545A178E8628DA84E6B235A645DC3AD,137,,
,,2023-09-29,147,,,,,,,,,,,,,,,,,,,,,,,,,485449,161,,,,,ROSUVASTATIN RATIOPHARM,149,,,,,,,,,533AACF3777786BAA032B7446BE58B69,136,,
,,2023-10-22,147,,,,,,,,,,,,,,,,,,,,,,,,,565366,161,,,,,ESOMEPRAZOL SANDOZ,149,,,,,,,,,BC394603789E4DF73B629BECBA5CD2CD,136,,
,,2020-02-04,147,,,,,,,,,,,,,,,,,,,,,,,,,108562,161,,,,,LOSARTAN/HYDROCHLOROTHIAZIDE KRKA,149,,,,,,,,,C57E014110C8E3AA3604FCF93F213D70,135,,
,,2022-12-19,147,,,,,,,,,,,,,,,,,,,,,,,,,577932,160,,,,,APOBASE CREME,149,,,,,,,,,696C6C43177625E3C66339CDC5004FE7,135,,
,,2020-02-06,147,,,,,,,,,,,,,,,,,,,,,,,,,066588,160,,,,,OVITRELLE,148,,,,,,,,,B9D0AEDD89135764081C436D85C134A5,134,,
,,2021-10-08,147,,,,,,,,,,,,,,,,,,,,,,,,,010966,159,,,,,TAMOFEN,148,,,,,,,,,40F9862B472E292386440AE0F9147E17,134,,
,,2018-06-07,147,,,,,,,,,,,,,,,,,,,,,,,,,552620,159,,,,,LESCOL DEPOT,148,,,,,,,,,0F0B6B95E688CB7D4C3A2DF0061E1E8F,134,,
,,2019-08-28,147,,,,,,,,,,,,,,,,,,,,,,,,,564623,159,,,,,KANDESARTAANI,146,,,,,,,,,3322B5D2D6A73C4CECE86A0B04A471BD,134,,
,,2021-04-07,147,,,,,,,,,,,,,,,,,,,,,,,,,155333,159,,,,,COTRIM FORTE,146,,,,,,,,,72657500A02D75B3006BE7326A4BED3D,134,,
,,2017-02-02,147,,,,,,,,,,,,,,,,,,,,,,,,,540229,159,,,,,NITROSID,145,,,,,,,,,5DABCF6E98E9ED7D1C4391D2ECCECF33,133,,
,,2023-01-31,147,,,,,,,,,,,,,,,,,,,,,,,,,67587,158,,,,,METFORMIINI,145,,,,,,,,,E339A982CE35176DC1D068C576735296,133,,
,,2017-05-12,147,,,,,,,,,,,,,,,,,,,,,,,,,532945,158,,,,,BETOLVEX,145,,,,,,,,,48558E3893493687172CFDF41862398B,132,,
,,2022-08-23,147,,,,,,,,,,,,,,,,,,,,,,,,,001659,158,,,,,XANOR DEPOT,145,,,,,,,,,A45631E06B3C009598E02BC6CDC13B62,132,,
,,2022-08-28,147,,,,,,,,,,,,,,,,,,,,,,,,,64818,158,,,,,PROTAPHANE FLEXPEN,145,,,,,,,,,631F1740D54A25F9F5A426AB3CCA55D6,132,,
,,2022-05-06,147,,,,,,,,,,,,,,,,,,,,,,,,,182559,158,,,,,SCHERIPROCT NEO KOMBI,145,,,,,,,,,00A4AD51169A6902F74B8DF940171E71,132,,
